country,value,statistic,total_asked,statistic_type,who_was_asked,variable,question
AE,1 to 3 years,74,418,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AE,4 to 5 years,42,418,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AE,6 to 10 years,44,418,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AE,Don't know or prefer not to say,7,418,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AE,Less than 1 year,24,418,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AE,More than 10 years,69,418,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AE,NA,158,418,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AL,1 to 3 years,30,193,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AL,4 to 5 years,25,193,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AL,6 to 10 years,18,193,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AL,Don't know or prefer not to say,3,193,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AL,Less than 1 year,15,193,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AL,More than 10 years,47,193,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AL,NA,55,193,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AO,1 to 3 years,53,290,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AO,4 to 5 years,25,290,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AO,6 to 10 years,17,290,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AO,Don't know or prefer not to say,11,290,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AO,Less than 1 year,39,290,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AO,More than 10 years,23,290,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AO,NA,122,290,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AR,1 to 3 years,74,432,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AR,4 to 5 years,49,432,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AR,6 to 10 years,56,432,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AR,Don't know or prefer not to say,5,432,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AR,Less than 1 year,42,432,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AR,More than 10 years,130,432,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AR,NA,76,432,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AT,1 to 3 years,90,569,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AT,4 to 5 years,56,569,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AT,6 to 10 years,61,569,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AT,Don't know or prefer not to say,8,569,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AT,Less than 1 year,34,569,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AT,More than 10 years,217,569,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AT,NA,103,569,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AU,1 to 3 years,137,708,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AU,4 to 5 years,77,708,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AU,6 to 10 years,71,708,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AU,Don't know or prefer not to say,8,708,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AU,Less than 1 year,59,708,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AU,More than 10 years,200,708,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
AU,NA,156,708,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BA,1 to 3 years,49,271,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BA,4 to 5 years,27,271,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BA,6 to 10 years,19,271,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BA,Don't know or prefer not to say,7,271,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BA,Less than 1 year,19,271,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BA,More than 10 years,92,271,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BA,NA,58,271,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BD,1 to 3 years,83,431,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BD,4 to 5 years,36,431,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BD,6 to 10 years,28,431,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BD,Don't know or prefer not to say,13,431,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BD,Less than 1 year,55,431,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BD,More than 10 years,44,431,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BD,NA,172,431,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BE,1 to 3 years,69,474,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BE,4 to 5 years,56,474,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BE,6 to 10 years,46,474,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BE,Don't know or prefer not to say,4,474,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BE,Less than 1 year,46,474,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BE,More than 10 years,157,474,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BE,NA,96,474,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BG,1 to 3 years,63,409,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BG,4 to 5 years,49,409,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BG,6 to 10 years,48,409,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BG,Don't know or prefer not to say,8,409,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BG,Less than 1 year,26,409,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BG,More than 10 years,127,409,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BG,NA,88,409,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BJ,1 to 3 years,40,192,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BJ,4 to 5 years,23,192,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BJ,6 to 10 years,10,192,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BJ,Don't know or prefer not to say,13,192,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BJ,Less than 1 year,34,192,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BJ,More than 10 years,19,192,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BJ,NA,53,192,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BO,1 to 3 years,126,488,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BO,4 to 5 years,72,488,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BO,6 to 10 years,50,488,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BO,Don't know or prefer not to say,4,488,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BO,Less than 1 year,67,488,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BO,More than 10 years,81,488,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BO,NA,88,488,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BR,1 to 3 years,105,502,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BR,4 to 5 years,59,502,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BR,6 to 10 years,59,502,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BR,Don't know or prefer not to say,4,502,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BR,Less than 1 year,48,502,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BR,More than 10 years,106,502,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BR,NA,121,502,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BW,1 to 3 years,42,142,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BW,4 to 5 years,13,142,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BW,6 to 10 years,11,142,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BW,Don't know or prefer not to say,2,142,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BW,Less than 1 year,25,142,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BW,More than 10 years,17,142,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BW,NA,32,142,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BY,1 to 3 years,43,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BY,4 to 5 years,46,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BY,6 to 10 years,32,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BY,Don't know or prefer not to say,2,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BY,Less than 1 year,12,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BY,More than 10 years,82,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
BY,NA,52,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CA,1 to 3 years,140,784,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CA,4 to 5 years,65,784,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CA,6 to 10 years,87,784,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CA,Don't know or prefer not to say,13,784,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CA,Less than 1 year,66,784,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CA,More than 10 years,252,784,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CA,NA,161,784,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CH,1 to 3 years,79,537,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CH,4 to 5 years,40,537,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CH,6 to 10 years,45,537,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CH,Don't know or prefer not to say,7,537,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CH,Less than 1 year,42,537,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CH,More than 10 years,203,537,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CH,NA,121,537,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CI,1 to 3 years,72,303,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CI,4 to 5 years,33,303,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CI,6 to 10 years,20,303,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CI,Don't know or prefer not to say,9,303,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CI,Less than 1 year,51,303,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CI,More than 10 years,28,303,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CI,NA,90,303,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CL,1 to 3 years,106,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CL,4 to 5 years,67,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CL,6 to 10 years,44,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CL,Don't know or prefer not to say,8,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CL,Less than 1 year,52,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CL,More than 10 years,74,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CL,NA,87,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CM,1 to 3 years,69,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CM,4 to 5 years,27,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CM,6 to 10 years,17,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CM,Don't know or prefer not to say,12,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CM,Less than 1 year,46,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CM,More than 10 years,28,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CM,NA,70,269,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CO,1 to 3 years,98,419,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CO,4 to 5 years,59,419,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CO,6 to 10 years,45,419,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CO,Don't know or prefer not to say,5,419,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CO,Less than 1 year,51,419,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CO,More than 10 years,67,419,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CO,NA,94,419,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CR,1 to 3 years,111,510,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CR,4 to 5 years,60,510,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CR,6 to 10 years,63,510,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CR,Don't know or prefer not to say,8,510,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CR,Less than 1 year,62,510,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CR,More than 10 years,113,510,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CR,NA,93,510,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CY,1 to 3 years,58,284,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CY,4 to 5 years,21,284,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CY,6 to 10 years,31,284,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CY,Don't know or prefer not to say,5,284,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CY,Less than 1 year,22,284,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CY,More than 10 years,76,284,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CY,NA,71,284,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CZ,1 to 3 years,70,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CZ,4 to 5 years,42,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CZ,6 to 10 years,58,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CZ,Don't know or prefer not to say,4,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CZ,Less than 1 year,23,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CZ,More than 10 years,142,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
CZ,NA,108,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DE,1 to 3 years,82,496,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DE,4 to 5 years,50,496,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DE,6 to 10 years,56,496,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DE,Don't know or prefer not to say,5,496,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DE,Less than 1 year,36,496,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DE,More than 10 years,171,496,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DE,NA,96,496,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DK,1 to 3 years,91,541,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DK,4 to 5 years,40,541,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DK,6 to 10 years,57,541,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DK,Don't know or prefer not to say,7,541,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DK,Less than 1 year,48,541,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DK,More than 10 years,184,541,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DK,NA,114,541,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DO,1 to 3 years,81,425,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DO,4 to 5 years,37,425,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DO,6 to 10 years,41,425,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DO,Don't know or prefer not to say,7,425,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DO,Less than 1 year,61,425,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DO,More than 10 years,84,425,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DO,NA,114,425,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DZ,1 to 3 years,55,450,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DZ,4 to 5 years,42,450,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DZ,6 to 10 years,35,450,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DZ,Don't know or prefer not to say,16,450,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DZ,Less than 1 year,41,450,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DZ,More than 10 years,74,450,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
DZ,NA,187,450,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EC,1 to 3 years,109,428,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EC,4 to 5 years,46,428,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EC,6 to 10 years,41,428,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EC,Don't know or prefer not to say,4,428,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EC,Less than 1 year,45,428,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EC,More than 10 years,93,428,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EC,NA,90,428,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EG,1 to 3 years,72,421,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EG,4 to 5 years,32,421,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EG,6 to 10 years,39,421,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EG,Don't know or prefer not to say,7,421,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EG,Less than 1 year,43,421,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EG,More than 10 years,87,421,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
EG,NA,141,421,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ES,1 to 3 years,86,458,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ES,4 to 5 years,61,458,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ES,6 to 10 years,58,458,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ES,Don't know or prefer not to say,6,458,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ES,Less than 1 year,36,458,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ES,More than 10 years,125,458,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ES,NA,86,458,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ET,1 to 3 years,63,281,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ET,4 to 5 years,39,281,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ET,6 to 10 years,21,281,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ET,Don't know or prefer not to say,4,281,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ET,Less than 1 year,34,281,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ET,More than 10 years,26,281,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ET,NA,94,281,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FI,1 to 3 years,80,566,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FI,4 to 5 years,38,566,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FI,6 to 10 years,63,566,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FI,Don't know or prefer not to say,14,566,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FI,Less than 1 year,35,566,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FI,More than 10 years,236,566,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FI,NA,100,566,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FR,1 to 3 years,77,472,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FR,4 to 5 years,49,472,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FR,6 to 10 years,55,472,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FR,Don't know or prefer not to say,4,472,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FR,Less than 1 year,50,472,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FR,More than 10 years,137,472,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
FR,NA,100,472,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GB,1 to 3 years,125,725,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GB,4 to 5 years,83,725,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GB,6 to 10 years,82,725,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GB,Don't know or prefer not to say,12,725,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GB,Less than 1 year,88,725,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GB,More than 10 years,175,725,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GB,NA,160,725,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GH,1 to 3 years,115,441,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GH,4 to 5 years,49,441,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GH,6 to 10 years,42,441,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GH,Don't know or prefer not to say,4,441,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GH,Less than 1 year,54,441,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GH,More than 10 years,58,441,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GH,NA,119,441,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GR,1 to 3 years,70,598,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GR,4 to 5 years,46,598,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GR,6 to 10 years,66,598,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GR,Don't know or prefer not to say,8,598,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GR,Less than 1 year,26,598,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GR,More than 10 years,250,598,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GR,NA,132,598,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GT,1 to 3 years,103,462,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GT,4 to 5 years,67,462,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GT,6 to 10 years,49,462,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GT,Don't know or prefer not to say,6,462,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GT,Less than 1 year,55,462,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GT,More than 10 years,80,462,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
GT,NA,102,462,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HK,1 to 3 years,82,471,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HK,4 to 5 years,51,471,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HK,6 to 10 years,52,471,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HK,Don't know or prefer not to say,11,471,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HK,Less than 1 year,36,471,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HK,More than 10 years,128,471,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HK,NA,111,471,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HN,1 to 3 years,64,278,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HN,4 to 5 years,31,278,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HN,6 to 10 years,27,278,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HN,Don't know or prefer not to say,5,278,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HN,Less than 1 year,40,278,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HN,More than 10 years,43,278,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HN,NA,68,278,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HR,1 to 3 years,66,355,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HR,4 to 5 years,41,355,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HR,6 to 10 years,42,355,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HR,Don't know or prefer not to say,7,355,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HR,Less than 1 year,30,355,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HR,More than 10 years,104,355,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HR,NA,65,355,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HT,1 to 3 years,32,166,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HT,4 to 5 years,20,166,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HT,6 to 10 years,7,166,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HT,Don't know or prefer not to say,3,166,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HT,Less than 1 year,41,166,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HT,More than 10 years,10,166,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HT,NA,53,166,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HU,1 to 3 years,106,553,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HU,4 to 5 years,66,553,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HU,6 to 10 years,64,553,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HU,Don't know or prefer not to say,6,553,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HU,Less than 1 year,58,553,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HU,More than 10 years,146,553,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
HU,NA,107,553,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ID,1 to 3 years,72,448,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ID,4 to 5 years,42,448,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ID,6 to 10 years,27,448,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ID,Don't know or prefer not to say,34,448,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ID,Less than 1 year,53,448,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ID,More than 10 years,52,448,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
ID,NA,168,448,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IE,1 to 3 years,116,621,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IE,4 to 5 years,69,621,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IE,6 to 10 years,75,621,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IE,Don't know or prefer not to say,4,621,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IE,Less than 1 year,57,621,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IE,More than 10 years,191,621,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IE,NA,109,621,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IL,1 to 3 years,116,612,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IL,4 to 5 years,76,612,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IL,6 to 10 years,73,612,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
