country,value,statistic,total_asked,statistic_type,who_was_asked,variable,question
SK,NA,444,449,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
SN,Unemployed,13,220,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
SN,NA,207,220,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
SV,Unemployed,11,366,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
SV,NA,355,366,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TH,Unemployed,8,438,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TH,NA,430,438,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TN,Unemployed,7,417,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TN,NA,410,417,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TR,Unemployed,7,576,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TR,NA,569,576,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TT,Unemployed,3,231,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TT,NA,228,231,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TW,Unemployed,5,441,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TW,NA,436,441,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TZ,Unemployed,22,242,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
TZ,NA,220,242,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
UG,Unemployed,9,301,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
UG,NA,292,301,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
US,Unemployed,8,815,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
US,NA,807,815,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
UY,Unemployed,4,386,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
UY,NA,382,386,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
VN,Unemployed,1,423,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
VN,NA,422,423,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
ZA,Unemployed,73,853,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
ZA,NA,780,853,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
ZM,Unemployed,27,298,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
ZM,NA,271,298,count,Owners/Managers of Businesses,bus_rol_text_unemployed,Which of the following best describes your employment situation? Please select all that apply.
AE,Prefer not to say,6,418,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AE,NA,412,418,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AL,Prefer not to say,2,193,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AL,NA,191,193,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AO,Prefer not to say,18,290,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AO,NA,272,290,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AR,Prefer not to say,2,432,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AR,NA,430,432,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AT,Prefer not to say,3,569,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AT,NA,566,569,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AU,Prefer not to say,1,708,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AU,NA,707,708,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BA,Prefer not to say,1,271,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BA,NA,270,271,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BD,Prefer not to say,21,431,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BD,NA,410,431,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BE,Prefer not to say,1,474,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BE,NA,473,474,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BG,Prefer not to say,3,409,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BG,NA,406,409,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BJ,Prefer not to say,3,192,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BJ,NA,189,192,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BO,Prefer not to say,4,488,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BO,NA,484,488,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BR,Prefer not to say,2,502,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BR,NA,500,502,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BW,Prefer not to say,2,142,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BW,NA,140,142,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
BY,NA,269,269,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CA,Prefer not to say,4,784,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CA,NA,780,784,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CH,Prefer not to say,9,537,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CH,NA,528,537,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CI,Prefer not to say,6,303,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CI,NA,297,303,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CL,Prefer not to say,5,438,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CL,NA,433,438,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CM,Prefer not to say,5,269,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CM,NA,264,269,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CO,Prefer not to say,3,419,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CO,NA,416,419,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CR,NA,510,510,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CY,Prefer not to say,2,284,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CY,NA,282,284,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CZ,Prefer not to say,4,447,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
CZ,NA,443,447,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
DE,Prefer not to say,2,496,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
DE,NA,494,496,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
DK,Prefer not to say,2,541,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
DK,NA,539,541,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
DO,Prefer not to say,2,425,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
DO,NA,423,425,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
DZ,Prefer not to say,11,450,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
DZ,NA,439,450,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
EC,Prefer not to say,1,428,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
EC,NA,427,428,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
EG,Prefer not to say,5,421,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
EG,NA,416,421,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ES,Prefer not to say,1,458,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ES,NA,457,458,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ET,Prefer not to say,16,281,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ET,NA,265,281,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
FI,Prefer not to say,1,566,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
FI,NA,565,566,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
FR,Prefer not to say,2,472,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
FR,NA,470,472,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
GB,Prefer not to say,1,725,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
GB,NA,724,725,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
GH,Prefer not to say,11,441,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
GH,NA,430,441,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
GR,NA,598,598,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
GT,Prefer not to say,5,462,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
GT,NA,457,462,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
HK,Prefer not to say,3,471,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
HK,NA,468,471,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
HN,Prefer not to say,3,278,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
HN,NA,275,278,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
HR,NA,355,355,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
HT,Prefer not to say,3,166,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
HT,NA,163,166,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
HU,Prefer not to say,4,553,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
HU,NA,549,553,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ID,Prefer not to say,10,448,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ID,NA,438,448,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
IE,NA,621,621,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
IL,Prefer not to say,4,612,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
IL,NA,608,612,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
IN,Prefer not to say,13,438,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
IN,NA,425,438,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
IQ,Prefer not to say,9,449,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
IQ,NA,440,449,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
IT,Prefer not to say,1,426,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
IT,NA,425,426,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
JM,Prefer not to say,2,164,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
JM,NA,162,164,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
JO,Prefer not to say,4,416,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
JO,NA,412,416,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
JP,NA,680,680,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
KE,Prefer not to say,10,424,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
KE,NA,414,424,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
KR,Prefer not to say,14,468,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
KR,NA,454,468,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
KW,Prefer not to say,6,210,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
KW,NA,204,210,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
LA,Prefer not to say,9,173,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
LA,NA,164,173,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
LB,NA,417,417,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
LT,Prefer not to say,4,275,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
LT,NA,271,275,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
LY,Prefer not to say,5,423,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
LY,NA,418,423,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MA,Prefer not to say,15,447,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MA,NA,432,447,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MK,Prefer not to say,4,205,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MK,NA,201,205,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MM,Prefer not to say,19,475,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MM,NA,456,475,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MX,Prefer not to say,4,424,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MX,NA,420,424,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MY,Prefer not to say,11,433,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MY,NA,422,433,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MZ,Prefer not to say,6,169,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
MZ,NA,163,169,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NG,Prefer not to say,29,912,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NG,NA,883,912,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NI,NA,260,260,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NL,Prefer not to say,2,611,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NL,NA,609,611,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NO,Prefer not to say,1,543,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NO,NA,542,543,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NP,Prefer not to say,10,399,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NP,NA,389,399,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NZ,Prefer not to say,2,738,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
NZ,NA,736,738,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PA,Prefer not to say,2,225,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PA,NA,223,225,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PE,Prefer not to say,1,439,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PE,NA,438,439,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PH,Prefer not to say,22,446,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PH,NA,424,446,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PK,Prefer not to say,23,438,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PK,NA,415,438,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PL,Prefer not to say,2,452,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PL,NA,450,452,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PT,Prefer not to say,1,466,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PT,NA,465,466,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
PY,NA,495,495,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
QA,Prefer not to say,4,200,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
QA,NA,196,200,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
RO,Prefer not to say,1,468,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
RO,NA,467,468,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
RS,Prefer not to say,1,430,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
RS,NA,429,430,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
RU,Prefer not to say,3,585,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
RU,NA,582,585,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SA,Prefer not to say,10,434,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SA,NA,424,434,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SE,NA,515,515,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SG,Prefer not to say,2,457,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SG,NA,455,457,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SI,NA,267,267,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SK,Prefer not to say,2,449,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SK,NA,447,449,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SN,Prefer not to say,10,220,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SN,NA,210,220,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SV,Prefer not to say,1,366,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
SV,NA,365,366,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TH,Prefer not to say,2,438,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TH,NA,436,438,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TN,Prefer not to say,5,417,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TN,NA,412,417,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TR,Prefer not to say,5,576,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TR,NA,571,576,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TT,NA,231,231,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TW,Prefer not to say,5,441,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TW,NA,436,441,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
TZ,Prefer not to say,9,242,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
