"value","statistic","variable","country","total_asked","who_was_asked"
"Yes",21,"h12020_hhd_fin_hlp_text","EG",649,"Owners/Managers of SMB Businesses"
NA,272,"h12020_hhd_fin_hlp_text","EG",649,"Owners/Managers of SMB Businesses"
"No",264,"h12020_hhd_fin_hlp_text","ES",576,"Owners/Managers of SMB Businesses"
"Prefer not to respond",35,"h12020_hhd_fin_hlp_text","ES",576,"Owners/Managers of SMB Businesses"
"Yes",108,"h12020_hhd_fin_hlp_text","ES",576,"Owners/Managers of SMB Businesses"
NA,169,"h12020_hhd_fin_hlp_text","ES",576,"Owners/Managers of SMB Businesses"
"No",209,"h12020_hhd_fin_hlp_text","FR",545,"Owners/Managers of SMB Businesses"
"Prefer not to respond",21,"h12020_hhd_fin_hlp_text","FR",545,"Owners/Managers of SMB Businesses"
"Yes",124,"h12020_hhd_fin_hlp_text","FR",545,"Owners/Managers of SMB Businesses"
NA,191,"h12020_hhd_fin_hlp_text","FR",545,"Owners/Managers of SMB Businesses"
"No",361,"h12020_hhd_fin_hlp_text","GB",1023,"Owners/Managers of SMB Businesses"
"Prefer not to respond",44,"h12020_hhd_fin_hlp_text","GB",1023,"Owners/Managers of SMB Businesses"
"Yes",305,"h12020_hhd_fin_hlp_text","GB",1023,"Owners/Managers of SMB Businesses"
NA,313,"h12020_hhd_fin_hlp_text","GB",1023,"Owners/Managers of SMB Businesses"
"No",467,"h12020_hhd_fin_hlp_text","GH",843,"Owners/Managers of SMB Businesses"
"Prefer not to respond",10,"h12020_hhd_fin_hlp_text","GH",843,"Owners/Managers of SMB Businesses"
"Yes",18,"h12020_hhd_fin_hlp_text","GH",843,"Owners/Managers of SMB Businesses"
NA,348,"h12020_hhd_fin_hlp_text","GH",843,"Owners/Managers of SMB Businesses"
"No",258,"h12020_hhd_fin_hlp_text","GR",614,"Owners/Managers of SMB Businesses"
"Prefer not to respond",33,"h12020_hhd_fin_hlp_text","GR",614,"Owners/Managers of SMB Businesses"
"Yes",125,"h12020_hhd_fin_hlp_text","GR",614,"Owners/Managers of SMB Businesses"
NA,198,"h12020_hhd_fin_hlp_text","GR",614,"Owners/Managers of SMB Businesses"
"No",100,"h12020_hhd_fin_hlp_text","HK",228,"Owners/Managers of SMB Businesses"
"Prefer not to respond",12,"h12020_hhd_fin_hlp_text","HK",228,"Owners/Managers of SMB Businesses"
"Yes",25,"h12020_hhd_fin_hlp_text","HK",228,"Owners/Managers of SMB Businesses"
NA,91,"h12020_hhd_fin_hlp_text","HK",228,"Owners/Managers of SMB Businesses"
"No",483,"h12020_hhd_fin_hlp_text","HU",779,"Owners/Managers of SMB Businesses"
"Prefer not to respond",18,"h12020_hhd_fin_hlp_text","HU",779,"Owners/Managers of SMB Businesses"
"Yes",67,"h12020_hhd_fin_hlp_text","HU",779,"Owners/Managers of SMB Businesses"
NA,211,"h12020_hhd_fin_hlp_text","HU",779,"Owners/Managers of SMB Businesses"
"No",209,"h12020_hhd_fin_hlp_text","ID",528,"Owners/Managers of SMB Businesses"
"Prefer not to respond",32,"h12020_hhd_fin_hlp_text","ID",528,"Owners/Managers of SMB Businesses"
"Yes",51,"h12020_hhd_fin_hlp_text","ID",528,"Owners/Managers of SMB Businesses"
NA,236,"h12020_hhd_fin_hlp_text","ID",528,"Owners/Managers of SMB Businesses"
"No",128,"h12020_hhd_fin_hlp_text","IE",458,"Owners/Managers of SMB Businesses"
"Prefer not to respond",22,"h12020_hhd_fin_hlp_text","IE",458,"Owners/Managers of SMB Businesses"
"Yes",178,"h12020_hhd_fin_hlp_text","IE",458,"Owners/Managers of SMB Businesses"
NA,130,"h12020_hhd_fin_hlp_text","IE",458,"Owners/Managers of SMB Businesses"
"No",304,"h12020_hhd_fin_hlp_text","IL",863,"Owners/Managers of SMB Businesses"
"Prefer not to respond",41,"h12020_hhd_fin_hlp_text","IL",863,"Owners/Managers of SMB Businesses"
"Yes",132,"h12020_hhd_fin_hlp_text","IL",863,"Owners/Managers of SMB Businesses"
NA,386,"h12020_hhd_fin_hlp_text","IL",863,"Owners/Managers of SMB Businesses"
"No",519,"h12020_hhd_fin_hlp_text","IN",1276,"Owners/Managers of SMB Businesses"
"Prefer not to respond",51,"h12020_hhd_fin_hlp_text","IN",1276,"Owners/Managers of SMB Businesses"
"Yes",50,"h12020_hhd_fin_hlp_text","IN",1276,"Owners/Managers of SMB Businesses"
NA,656,"h12020_hhd_fin_hlp_text","IN",1276,"Owners/Managers of SMB Businesses"
"No",180,"h12020_hhd_fin_hlp_text","IQ",342,"Owners/Managers of SMB Businesses"
"Prefer not to respond",12,"h12020_hhd_fin_hlp_text","IQ",342,"Owners/Managers of SMB Businesses"
"Yes",15,"h12020_hhd_fin_hlp_text","IQ",342,"Owners/Managers of SMB Businesses"
NA,135,"h12020_hhd_fin_hlp_text","IQ",342,"Owners/Managers of SMB Businesses"
"No",212,"h12020_hhd_fin_hlp_text","IT",612,"Owners/Managers of SMB Businesses"
"Prefer not to respond",52,"h12020_hhd_fin_hlp_text","IT",612,"Owners/Managers of SMB Businesses"
"Yes",153,"h12020_hhd_fin_hlp_text","IT",612,"Owners/Managers of SMB Businesses"
NA,195,"h12020_hhd_fin_hlp_text","IT",612,"Owners/Managers of SMB Businesses"
"No",375,"h12020_hhd_fin_hlp_text","JP",860,"Owners/Managers of SMB Businesses"
"Prefer not to respond",26,"h12020_hhd_fin_hlp_text","JP",860,"Owners/Managers of SMB Businesses"
"Yes",212,"h12020_hhd_fin_hlp_text","JP",860,"Owners/Managers of SMB Businesses"
NA,247,"h12020_hhd_fin_hlp_text","JP",860,"Owners/Managers of SMB Businesses"
"No",484,"h12020_hhd_fin_hlp_text","KE",721,"Owners/Managers of SMB Businesses"
"Prefer not to respond",6,"h12020_hhd_fin_hlp_text","KE",721,"Owners/Managers of SMB Businesses"
"Yes",19,"h12020_hhd_fin_hlp_text","KE",721,"Owners/Managers of SMB Businesses"
NA,212,"h12020_hhd_fin_hlp_text","KE",721,"Owners/Managers of SMB Businesses"
"No",189,"h12020_hhd_fin_hlp_text","KH",607,"Owners/Managers of SMB Businesses"
"Prefer not to respond",31,"h12020_hhd_fin_hlp_text","KH",607,"Owners/Managers of SMB Businesses"
"Yes",50,"h12020_hhd_fin_hlp_text","KH",607,"Owners/Managers of SMB Businesses"
NA,337,"h12020_hhd_fin_hlp_text","KH",607,"Owners/Managers of SMB Businesses"
"No",68,"h12020_hhd_fin_hlp_text","KR",201,"Owners/Managers of SMB Businesses"
"Prefer not to respond",4,"h12020_hhd_fin_hlp_text","KR",201,"Owners/Managers of SMB Businesses"
"Yes",44,"h12020_hhd_fin_hlp_text","KR",201,"Owners/Managers of SMB Businesses"
NA,85,"h12020_hhd_fin_hlp_text","KR",201,"Owners/Managers of SMB Businesses"
"No",200,"h12020_hhd_fin_hlp_text","MM",566,"Owners/Managers of SMB Businesses"
"Prefer not to respond",19,"h12020_hhd_fin_hlp_text","MM",566,"Owners/Managers of SMB Businesses"
"Yes",43,"h12020_hhd_fin_hlp_text","MM",566,"Owners/Managers of SMB Businesses"
NA,304,"h12020_hhd_fin_hlp_text","MM",566,"Owners/Managers of SMB Businesses"
"No",365,"h12020_hhd_fin_hlp_text","MX",500,"Owners/Managers of SMB Businesses"
"Prefer not to respond",7,"h12020_hhd_fin_hlp_text","MX",500,"Owners/Managers of SMB Businesses"
"Yes",16,"h12020_hhd_fin_hlp_text","MX",500,"Owners/Managers of SMB Businesses"
NA,112,"h12020_hhd_fin_hlp_text","MX",500,"Owners/Managers of SMB Businesses"
"No",169,"h12020_hhd_fin_hlp_text","MY",634,"Owners/Managers of SMB Businesses"
"Prefer not to respond",36,"h12020_hhd_fin_hlp_text","MY",634,"Owners/Managers of SMB Businesses"
"Yes",126,"h12020_hhd_fin_hlp_text","MY",634,"Owners/Managers of SMB Businesses"
NA,303,"h12020_hhd_fin_hlp_text","MY",634,"Owners/Managers of SMB Businesses"
"No",768,"h12020_hhd_fin_hlp_text","NG",1293,"Owners/Managers of SMB Businesses"
"Prefer not to respond",23,"h12020_hhd_fin_hlp_text","NG",1293,"Owners/Managers of SMB Businesses"
"Yes",34,"h12020_hhd_fin_hlp_text","NG",1293,"Owners/Managers of SMB Businesses"
NA,468,"h12020_hhd_fin_hlp_text","NG",1293,"Owners/Managers of SMB Businesses"
"No",193,"h12020_hhd_fin_hlp_text","NL",503,"Owners/Managers of SMB Businesses"
"Prefer not to respond",16,"h12020_hhd_fin_hlp_text","NL",503,"Owners/Managers of SMB Businesses"
"Yes",108,"h12020_hhd_fin_hlp_text","NL",503,"Owners/Managers of SMB Businesses"
NA,186,"h12020_hhd_fin_hlp_text","NL",503,"Owners/Managers of SMB Businesses"
"No",211,"h12020_hhd_fin_hlp_text","NO",413,"Owners/Managers of SMB Businesses"
"Prefer not to respond",8,"h12020_hhd_fin_hlp_text","NO",413,"Owners/Managers of SMB Businesses"
"Yes",45,"h12020_hhd_fin_hlp_text","NO",413,"Owners/Managers of SMB Businesses"
NA,149,"h12020_hhd_fin_hlp_text","NO",413,"Owners/Managers of SMB Businesses"
"No",172,"h12020_hhd_fin_hlp_text","PE",274,"Owners/Managers of SMB Businesses"
"Prefer not to respond",5,"h12020_hhd_fin_hlp_text","PE",274,"Owners/Managers of SMB Businesses"
"Yes",19,"h12020_hhd_fin_hlp_text","PE",274,"Owners/Managers of SMB Businesses"
NA,78,"h12020_hhd_fin_hlp_text","PE",274,"Owners/Managers of SMB Businesses"
"No",102,"h12020_hhd_fin_hlp_text","PH",288,"Owners/Managers of SMB Businesses"
"Prefer not to respond",9,"h12020_hhd_fin_hlp_text","PH",288,"Owners/Managers of SMB Businesses"
"Yes",33,"h12020_hhd_fin_hlp_text","PH",288,"Owners/Managers of SMB Businesses"
NA,144,"h12020_hhd_fin_hlp_text","PH",288,"Owners/Managers of SMB Businesses"
"No",220,"h12020_hhd_fin_hlp_text","PK",566,"Owners/Managers of SMB Businesses"
"Prefer not to respond",19,"h12020_hhd_fin_hlp_text","PK",566,"Owners/Managers of SMB Businesses"
"Yes",31,"h12020_hhd_fin_hlp_text","PK",566,"Owners/Managers of SMB Businesses"
NA,296,"h12020_hhd_fin_hlp_text","PK",566,"Owners/Managers of SMB Businesses"
"No",139,"h12020_hhd_fin_hlp_text","PL",541,"Owners/Managers of SMB Businesses"
"Prefer not to respond",43,"h12020_hhd_fin_hlp_text","PL",541,"Owners/Managers of SMB Businesses"
"Yes",177,"h12020_hhd_fin_hlp_text","PL",541,"Owners/Managers of SMB Businesses"
NA,182,"h12020_hhd_fin_hlp_text","PL",541,"Owners/Managers of SMB Businesses"
"No",253,"h12020_hhd_fin_hlp_text","PT",442,"Owners/Managers of SMB Businesses"
"Prefer not to respond",16,"h12020_hhd_fin_hlp_text","PT",442,"Owners/Managers of SMB Businesses"
"Yes",57,"h12020_hhd_fin_hlp_text","PT",442,"Owners/Managers of SMB Businesses"
NA,116,"h12020_hhd_fin_hlp_text","PT",442,"Owners/Managers of SMB Businesses"
"No",360,"h12020_hhd_fin_hlp_text","RO",574,"Owners/Managers of SMB Businesses"
"Prefer not to respond",16,"h12020_hhd_fin_hlp_text","RO",574,"Owners/Managers of SMB Businesses"
"Yes",44,"h12020_hhd_fin_hlp_text","RO",574,"Owners/Managers of SMB Businesses"
NA,154,"h12020_hhd_fin_hlp_text","RO",574,"Owners/Managers of SMB Businesses"
"No",306,"h12020_hhd_fin_hlp_text","RU",515,"Owners/Managers of SMB Businesses"
"Prefer not to respond",17,"h12020_hhd_fin_hlp_text","RU",515,"Owners/Managers of SMB Businesses"
"Yes",50,"h12020_hhd_fin_hlp_text","RU",515,"Owners/Managers of SMB Businesses"
NA,142,"h12020_hhd_fin_hlp_text","RU",515,"Owners/Managers of SMB Businesses"
"No",301,"h12020_hhd_fin_hlp_text","SE",547,"Owners/Managers of SMB Businesses"
"Prefer not to respond",10,"h12020_hhd_fin_hlp_text","SE",547,"Owners/Managers of SMB Businesses"
"Yes",68,"h12020_hhd_fin_hlp_text","SE",547,"Owners/Managers of SMB Businesses"
NA,168,"h12020_hhd_fin_hlp_text","SE",547,"Owners/Managers of SMB Businesses"
"No",102,"h12020_hhd_fin_hlp_text","SG",351,"Owners/Managers of SMB Businesses"
"Prefer not to respond",17,"h12020_hhd_fin_hlp_text","SG",351,"Owners/Managers of SMB Businesses"
"Yes",83,"h12020_hhd_fin_hlp_text","SG",351,"Owners/Managers of SMB Businesses"
NA,149,"h12020_hhd_fin_hlp_text","SG",351,"Owners/Managers of SMB Businesses"
"No",217,"h12020_hhd_fin_hlp_text","TH",740,"Owners/Managers of SMB Businesses"
"Prefer not to respond",66,"h12020_hhd_fin_hlp_text","TH",740,"Owners/Managers of SMB Businesses"
"Yes",188,"h12020_hhd_fin_hlp_text","TH",740,"Owners/Managers of SMB Businesses"
NA,269,"h12020_hhd_fin_hlp_text","TH",740,"Owners/Managers of SMB Businesses"
"No",330,"h12020_hhd_fin_hlp_text","TR",550,"Owners/Managers of SMB Businesses"
"Prefer not to respond",16,"h12020_hhd_fin_hlp_text","TR",550,"Owners/Managers of SMB Businesses"
"Yes",22,"h12020_hhd_fin_hlp_text","TR",550,"Owners/Managers of SMB Businesses"
NA,182,"h12020_hhd_fin_hlp_text","TR",550,"Owners/Managers of SMB Businesses"
"No",229,"h12020_hhd_fin_hlp_text","TW",463,"Owners/Managers of SMB Businesses"
"Prefer not to respond",24,"h12020_hhd_fin_hlp_text","TW",463,"Owners/Managers of SMB Businesses"
"Yes",68,"h12020_hhd_fin_hlp_text","TW",463,"Owners/Managers of SMB Businesses"
NA,142,"h12020_hhd_fin_hlp_text","TW",463,"Owners/Managers of SMB Businesses"
"No",464,"h12020_hhd_fin_hlp_text","US",1026,"Owners/Managers of SMB Businesses"
"Prefer not to respond",49,"h12020_hhd_fin_hlp_text","US",1026,"Owners/Managers of SMB Businesses"
"Yes",207,"h12020_hhd_fin_hlp_text","US",1026,"Owners/Managers of SMB Businesses"
NA,306,"h12020_hhd_fin_hlp_text","US",1026,"Owners/Managers of SMB Businesses"
"No",242,"h12020_hhd_fin_hlp_text","VN",447,"Owners/Managers of SMB Businesses"
"Prefer not to respond",12,"h12020_hhd_fin_hlp_text","VN",447,"Owners/Managers of SMB Businesses"
"Yes",20,"h12020_hhd_fin_hlp_text","VN",447,"Owners/Managers of SMB Businesses"
NA,173,"h12020_hhd_fin_hlp_text","VN",447,"Owners/Managers of SMB Businesses"
"No",207,"h12020_hhd_fin_hlp_text","ZA",400,"Owners/Managers of SMB Businesses"
"Prefer not to respond",17,"h12020_hhd_fin_hlp_text","ZA",400,"Owners/Managers of SMB Businesses"
"Yes",28,"h12020_hhd_fin_hlp_text","ZA",400,"Owners/Managers of SMB Businesses"
NA,148,"h12020_hhd_fin_hlp_text","ZA",400,"Owners/Managers of SMB Businesses"
NA,407,"h12020_hhd_has_emp_text","AE",407,"Owners/Managers of SMB Businesses"
NA,354,"h12020_hhd_has_emp_text","AR",354,"Owners/Managers of SMB Businesses"
NA,609,"h12020_hhd_has_emp_text","AU",609,"Owners/Managers of SMB Businesses"
NA,400,"h12020_hhd_has_emp_text","BD",400,"Owners/Managers of SMB Businesses"
NA,471,"h12020_hhd_has_emp_text","BE",471,"Owners/Managers of SMB Businesses"
NA,834,"h12020_hhd_has_emp_text","BR",834,"Owners/Managers of SMB Businesses"
NA,628,"h12020_hhd_has_emp_text","CA",628,"Owners/Managers of SMB Businesses"
NA,332,"h12020_hhd_has_emp_text","CH",332,"Owners/Managers of SMB Businesses"
NA,288,"h12020_hhd_has_emp_text","CO",288,"Owners/Managers of SMB Businesses"
NA,419,"h12020_hhd_has_emp_text","CZ",419,"Owners/Managers of SMB Businesses"
NA,509,"h12020_hhd_has_emp_text","DE",509,"Owners/Managers of SMB Businesses"
NA,436,"h12020_hhd_has_emp_text","DK",436,"Owners/Managers of SMB Businesses"
NA,332,"h12020_hhd_has_emp_text","EC",332,"Owners/Managers of SMB Businesses"
NA,649,"h12020_hhd_has_emp_text","EG",649,"Owners/Managers of SMB Businesses"
NA,576,"h12020_hhd_has_emp_text","ES",576,"Owners/Managers of SMB Businesses"
NA,545,"h12020_hhd_has_emp_text","FR",545,"Owners/Managers of SMB Businesses"
NA,1023,"h12020_hhd_has_emp_text","GB",1023,"Owners/Managers of SMB Businesses"
NA,843,"h12020_hhd_has_emp_text","GH",843,"Owners/Managers of SMB Businesses"
NA,614,"h12020_hhd_has_emp_text","GR",614,"Owners/Managers of SMB Businesses"
NA,228,"h12020_hhd_has_emp_text","HK",228,"Owners/Managers of SMB Businesses"
NA,779,"h12020_hhd_has_emp_text","HU",779,"Owners/Managers of SMB Businesses"
NA,528,"h12020_hhd_has_emp_text","ID",528,"Owners/Managers of SMB Businesses"
NA,458,"h12020_hhd_has_emp_text","IE",458,"Owners/Managers of SMB Businesses"
NA,863,"h12020_hhd_has_emp_text","IL",863,"Owners/Managers of SMB Businesses"
NA,1276,"h12020_hhd_has_emp_text","IN",1276,"Owners/Managers of SMB Businesses"
NA,342,"h12020_hhd_has_emp_text","IQ",342,"Owners/Managers of SMB Businesses"
NA,612,"h12020_hhd_has_emp_text","IT",612,"Owners/Managers of SMB Businesses"
NA,860,"h12020_hhd_has_emp_text","JP",860,"Owners/Managers of SMB Businesses"
NA,721,"h12020_hhd_has_emp_text","KE",721,"Owners/Managers of SMB Businesses"
NA,607,"h12020_hhd_has_emp_text","KH",607,"Owners/Managers of SMB Businesses"
NA,201,"h12020_hhd_has_emp_text","KR",201,"Owners/Managers of SMB Businesses"
NA,566,"h12020_hhd_has_emp_text","MM",566,"Owners/Managers of SMB Businesses"
NA,500,"h12020_hhd_has_emp_text","MX",500,"Owners/Managers of SMB Businesses"
NA,634,"h12020_hhd_has_emp_text","MY",634,"Owners/Managers of SMB Businesses"
NA,1293,"h12020_hhd_has_emp_text","NG",1293,"Owners/Managers of SMB Businesses"
NA,503,"h12020_hhd_has_emp_text","NL",503,"Owners/Managers of SMB Businesses"
NA,413,"h12020_hhd_has_emp_text","NO",413,"Owners/Managers of SMB Businesses"
NA,274,"h12020_hhd_has_emp_text","PE",274,"Owners/Managers of SMB Businesses"
NA,288,"h12020_hhd_has_emp_text","PH",288,"Owners/Managers of SMB Businesses"
NA,566,"h12020_hhd_has_emp_text","PK",566,"Owners/Managers of SMB Businesses"
NA,541,"h12020_hhd_has_emp_text","PL",541,"Owners/Managers of SMB Businesses"
NA,442,"h12020_hhd_has_emp_text","PT",442,"Owners/Managers of SMB Businesses"
NA,574,"h12020_hhd_has_emp_text","RO",574,"Owners/Managers of SMB Businesses"
NA,515,"h12020_hhd_has_emp_text","RU",515,"Owners/Managers of SMB Businesses"
NA,547,"h12020_hhd_has_emp_text","SE",547,"Owners/Managers of SMB Businesses"
NA,351,"h12020_hhd_has_emp_text","SG",351,"Owners/Managers of SMB Businesses"
NA,740,"h12020_hhd_has_emp_text","TH",740,"Owners/Managers of SMB Businesses"
NA,550,"h12020_hhd_has_emp_text","TR",550,"Owners/Managers of SMB Businesses"
NA,463,"h12020_hhd_has_emp_text","TW",463,"Owners/Managers of SMB Businesses"
NA,1026,"h12020_hhd_has_emp_text","US",1026,"Owners/Managers of SMB Businesses"
NA,447,"h12020_hhd_has_emp_text","VN",447,"Owners/Managers of SMB Businesses"
NA,400,"h12020_hhd_has_emp_text","ZA",400,"Owners/Managers of SMB Businesses"
"No",55,"h12020_hhd_has_spo_text","AE",407,"Owners/Managers of SMB Businesses"
"Yes",145,"h12020_hhd_has_spo_text","AE",407,"Owners/Managers of SMB Businesses"
NA,207,"h12020_hhd_has_spo_text","AE",407,"Owners/Managers of SMB Businesses"
